id,dbFile,gloveFile,vocabSize,captureFraction,convolutionFilters,convolutionKernel,convolutionActivation,poolSize,flattenLayer,denseUnits,denseActivation,dropoutFraction,outputActivation,lossFunction
799,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
800,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
801,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
802,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
803,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
804,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
805,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
806,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
807,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
808,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
809,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
810,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
811,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
812,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
813,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
814,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
815,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,5,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
816,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
817,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
818,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
819,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
820,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
821,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
822,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
823,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
824,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
825,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
826,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
827,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
828,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
829,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
830,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
831,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
832,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
833,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
834,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
835,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
836,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
837,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
838,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
839,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
840,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
841,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
842,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
843,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
844,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
845,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
846,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
847,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
848,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
849,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
850,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
851,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
852,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
853,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
854,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
855,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
856,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
857,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
858,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
859,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
860,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
861,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
862,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
863,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,10,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
864,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
865,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
866,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
867,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
868,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
869,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
870,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
871,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
872,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
873,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
874,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
875,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
876,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
877,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
878,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
879,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
880,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
881,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
882,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
883,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
884,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
885,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
886,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
887,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
888,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
889,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
890,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
891,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.25,25,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
