id,dbFile,gloveFile,vocabSize,captureFraction,convolutionFilters,convolutionKernel,convolutionActivation,poolSize,flattenLayer,denseUnits,denseActivation,dropoutFraction,outputActivation,lossFunction
1199,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,5,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
1200,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
1201,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
1202,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
1203,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
1204,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
1205,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
1206,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
1207,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
1208,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
1209,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
1210,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
1211,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
1212,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
1213,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
1214,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
1215,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
1216,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
1217,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
1218,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
1219,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
1220,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
1221,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
1222,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
1223,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,5,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
1224,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
1225,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
1226,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
1227,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
1228,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
1229,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
1230,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
1231,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
1232,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
1233,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
1234,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
1235,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
1236,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
1237,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,5,True,50,relu,0.25,softmax,categorical_crossentropy
1238,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,5,True,50,relu,0.5,softmax,categorical_crossentropy
1239,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,5,True,50,relu,0.75,softmax,categorical_crossentropy
1240,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,10,True,10,relu,0.0,softmax,categorical_crossentropy
1241,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,10,True,10,relu,0.25,softmax,categorical_crossentropy
1242,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,10,True,10,relu,0.5,softmax,categorical_crossentropy
1243,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,10,True,10,relu,0.75,softmax,categorical_crossentropy
1244,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
1245,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,10,True,50,relu,0.25,softmax,categorical_crossentropy
1246,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,10,True,50,relu,0.5,softmax,categorical_crossentropy
1247,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,10,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
1248,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
1249,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
1250,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
1251,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
1252,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
1253,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
1254,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
1255,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
1256,./data/articles_zenodo.db,./data/glove.6B.50d.txt,10000,0.95,25,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
