id,dbFile,gloveFile,vocabSize,captureFraction,convolutionFilters,convolutionKernel,convolutionActivation,poolSize,flattenLayer,denseUnits,denseActivation,dropoutFraction,outputActivation,lossFunction
2399,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,10,15,relu,10,True,50,relu,0.75,softmax,categorical_crossentropy
2400,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,2,True,10,relu,0.0,softmax,categorical_crossentropy
2401,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,2,True,10,relu,0.25,softmax,categorical_crossentropy
2402,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,2,True,10,relu,0.5,softmax,categorical_crossentropy
2403,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,2,True,10,relu,0.75,softmax,categorical_crossentropy
2404,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,2,True,50,relu,0.0,softmax,categorical_crossentropy
2405,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,2,True,50,relu,0.25,softmax,categorical_crossentropy
2406,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,2,True,50,relu,0.5,softmax,categorical_crossentropy
2407,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,2,True,50,relu,0.75,softmax,categorical_crossentropy
2408,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,5,True,10,relu,0.0,softmax,categorical_crossentropy
2409,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,5,True,10,relu,0.25,softmax,categorical_crossentropy
2410,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,5,True,10,relu,0.5,softmax,categorical_crossentropy
2411,./data/articles_zenodo.db,./data/glove.6B.50d.txt,50000,0.25,25,5,relu,5,True,10,relu,0.75,softmax,categorical_crossentropy
