id,dbFile,gloveFile,vocabSize,captureFraction,convolutionFilters,convolutionKernel,convolutionActivation,poolSize,flattenLayer,denseUnits,denseActivation,dropoutFraction,outputActivation,lossFunction
24,./data/articles_zenodo.db,./data/glove.6B.50d.txt,1000,0.95,10,15,relu,5,True,25,relu,0.0,softmax,categorical_crossentropy
25,./data/articles_zenodo.db,./data/glove.6B.50d.txt,1000,0.95,10,15,relu,5,True,25,relu,0.05,softmax,categorical_crossentropy
26,./data/articles_zenodo.db,./data/glove.6B.50d.txt,1000,0.95,10,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
27,./data/articles_zenodo.db,./data/glove.6B.50d.txt,1000,0.95,10,15,relu,5,True,50,relu,0.05,softmax,categorical_crossentropy
28,./data/articles_zenodo.db,./data/glove.6B.50d.txt,1000,0.95,10,15,relu,10,True,25,relu,0.0,softmax,categorical_crossentropy
29,./data/articles_zenodo.db,./data/glove.6B.50d.txt,1000,0.95,10,15,relu,10,True,25,relu,0.05,softmax,categorical_crossentropy
30,./data/articles_zenodo.db,./data/glove.6B.50d.txt,1000,0.95,10,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
31,./data/articles_zenodo.db,./data/glove.6B.50d.txt,1000,0.95,10,15,relu,10,True,50,relu,0.05,softmax,categorical_crossentropy
88,./data/articles_zenodo.db,./data/glove.6B.50d.txt,2500,0.95,10,15,relu,5,True,25,relu,0.0,softmax,categorical_crossentropy
89,./data/articles_zenodo.db,./data/glove.6B.50d.txt,2500,0.95,10,15,relu,5,True,25,relu,0.05,softmax,categorical_crossentropy
90,./data/articles_zenodo.db,./data/glove.6B.50d.txt,2500,0.95,10,15,relu,5,True,50,relu,0.0,softmax,categorical_crossentropy
91,./data/articles_zenodo.db,./data/glove.6B.50d.txt,2500,0.95,10,15,relu,5,True,50,relu,0.05,softmax,categorical_crossentropy
92,./data/articles_zenodo.db,./data/glove.6B.50d.txt,2500,0.95,10,15,relu,10,True,25,relu,0.0,softmax,categorical_crossentropy
93,./data/articles_zenodo.db,./data/glove.6B.50d.txt,2500,0.95,10,15,relu,10,True,25,relu,0.05,softmax,categorical_crossentropy
94,./data/articles_zenodo.db,./data/glove.6B.50d.txt,2500,0.95,10,15,relu,10,True,50,relu,0.0,softmax,categorical_crossentropy
95,./data/articles_zenodo.db,./data/glove.6B.50d.txt,2500,0.95,10,15,relu,10,True,50,relu,0.05,softmax,categorical_crossentropy
